AccidentSeverity,Country,LightCondition,WeatherCondition,AccidentMonth,AccidentDay,Accidents
Serious,England,Darkness - lights unlit,Unknown,October,Thursday,1
Serious,England,Daylight,Unknown,July,Thursday,1
Serious,England,Daylight,Unknown,November,Thursday,1
Serious,England,Daylight,Unknown,December,Thursday,2
Serious,England,Daylight,Unknown,October,Thursday,1
Serious,England,Darkness - lights lit,Unknown,October,Thursday,2
Serious,England,Darkness - lights lit,Unknown,December,Thursday,5
Serious,England,Darkness - lights lit,Unknown,January,Thursday,1
Serious,England,Darkness - lights lit,Unknown,May,Thursday,1
Serious,England,Darkness - lights lit,Unknown,November,Thursday,2
Slight,England,Darkness - lights lit,Unknown,October,Thursday,8
Slight,England,Darkness - lights lit,Unknown,August,Thursday,1
Slight,England,Darkness - lights lit,Unknown,June,Thursday,4
Slight,England,Darkness - lights lit,Unknown,May,Thursday,1
Slight,England,Darkness - lights lit,Unknown,March,Thursday,7
Slight,England,Darkness - lights lit,Unknown,April,Thursday,2
Slight,England,Darkness - lights lit,Unknown,February,Thursday,7
Slight,England,Darkness - lights lit,Unknown,November,Thursday,9
Slight,England,Darkness - lights lit,Unknown,December,Thursday,14
Slight,England,Darkness - lights lit,Unknown,July,Thursday,1
Slight,England,Daylight,Unknown,April,Friday,25
Slight,England,Daylight,Unknown,December,Friday,24
Slight,England,Daylight,Unknown,October,Friday,30
Slight,England,Daylight,Unknown,August,Friday,19
Slight,England,Daylight,Unknown,March,Friday,24
Slight,Scotland,Daylight,Unknown,July,Friday,1
Slight,Scotland,Daylight,Unknown,May,Friday,2
Slight,Scotland,Daylight,Unknown,March,Friday,1
Slight,Scotland,Daylight,Unknown,February,Friday,1
Slight,England,Daylight,Unknown,September,Friday,39
Slight,England,Daylight,Unknown,November,Friday,18
Slight,England,Daylight,Unknown,July,Friday,20
Slight,England,Daylight,Unknown,June,Friday,24
Slight,England,Daylight,Unknown,May,Friday,23
Slight,England,Daylight,Unknown,February,Friday,26
Slight,England,Daylight,Unknown,January,Friday,34
Slight,Scotland,Daylight,Unknown,October,Friday,1
Slight,England,Darkness - lighting unknown,Unknown,January,Friday,7
Slight,England,Darkness - lighting unknown,Unknown,November,Friday,12
Slight,England,Darkness - lighting unknown,Unknown,July,Friday,3
Slight,England,Darkness - lighting unknown,Unknown,April,Friday,4
Slight,England,Darkness - lighting unknown,Unknown,August,Friday,3
Slight,England,Darkness - lighting unknown,Unknown,September,Friday,2
Slight,England,Darkness - lighting unknown,Unknown,March,Friday,5
Slight,England,Darkness - lighting unknown,Unknown,February,Friday,5
Slight,England,Darkness - lighting unknown,Unknown,December,Friday,4
Slight,England,Darkness - lighting unknown,Unknown,October,Friday,1
Slight,England,Darkness - lighting unknown,Unknown,June,Friday,2
Slight,England,Darkness - lighting unknown,Unknown,May,Friday,1
Serious,England,Darkness - lighting unknown,Unknown,December,Friday,2
Serious,England,Darkness - lighting unknown,Unknown,October,Friday,2
Serious,England,Darkness - lighting unknown,Unknown,November,Friday,2
Serious,England,Darkness - lighting unknown,Unknown,July,Friday,1
Serious,England,Darkness - lighting unknown,Unknown,September,Friday,2
Serious,England,Daylight,Unknown,September,Friday,2
Serious,Scotland,Daylight,Unknown,October,Friday,1
Slight,England,Darkness - lights lit,Unknown,January,Friday,17
Slight,England,Darkness - lights lit,Unknown,February,Friday,17
Slight,Scotland,Darkness - lights lit,Unknown,November,Friday,1
Slight,Scotland,Darkness - lights lit,Unknown,January,Friday,1
Slight,England,Darkness - lights lit,Unknown,December,Friday,17
Slight,England,Darkness - lights lit,Unknown,November,Friday,12
Slight,England,Darkness - lights lit,Unknown,October,Friday,7
Slight,England,Darkness - lights lit,Unknown,July,Friday,4
Slight,England,Darkness - lights lit,Unknown,May,Friday,3
Slight,England,Darkness - lights lit,Unknown,March,Friday,5
Slight,England,Darkness - no lighting,Unknown,December,Friday,4
Slight,England,Darkness - no lighting,Unknown,August,Friday,1
Slight,England,Darkness - no lighting,Unknown,July,Friday,1
Slight,England,Darkness - no lighting,Unknown,February,Friday,1
Slight,England,Darkness - no lighting,Unknown,November,Friday,2
Slight,England,Darkness - no lighting,Unknown,May,Friday,1
Serious,England,Darkness - no lighting,Unknown,September,Friday,1
Serious,England,Darkness - no lighting,Unknown,April,Friday,1
Serious,England,Darkness - no lighting,Unknown,June,Friday,1
Slight,England,Darkness - lights unlit,Unknown,November,Friday,1
Slight,England,Darkness - lights unlit,Unknown,April,Friday,1
Slight,England,Darkness - lights unlit,Unknown,December,Friday,1
Serious,England,Darkness - lights unlit,Unknown,February,Friday,1
Serious,England,Daylight,Unknown,February,Friday,2
Serious,England,Daylight,Unknown,November,Friday,1
Serious,England,Daylight,Unknown,December,Friday,2
Serious,England,Daylight,Unknown,October,Friday,1
Serious,England,Darkness - lights lit,Unknown,February,Friday,3
Serious,England,Darkness - lights lit,Unknown,January,Friday,1
Fatal,England,Darkness - no lighting,Unknown,April,Friday,1
Serious,England,Darkness - lighting unknown,Unknown,June,Friday,1
Serious,England,Darkness - lighting unknown,Unknown,March,Friday,1
Serious,England,Darkness - lights lit,Unknown,March,Friday,1
Serious,England,Darkness - lights lit,Unknown,October,Friday,2
Serious,England,Darkness - lights lit,Unknown,June,Friday,1
Serious,England,Darkness - lights lit,Unknown,April,Friday,2
Serious,England,Darkness - lights lit,Unknown,September,Friday,1
Serious,England,Darkness - lights lit,Unknown,December,Friday,1
Serious,England,Darkness - lights lit,Unknown,May,Friday,1
Slight,England,Darkness - lights lit,Unknown,September,Friday,5
Slight,England,Darkness - lights lit,Unknown,August,Friday,2
Slight,England,Darkness - lights lit,Unknown,June,Friday,1
Slight,England,Daylight,Unknown,February,Wednesday,20
Slight,England,Daylight,Unknown,July,Wednesday,24
Slight,England,Daylight,Unknown,May,Wednesday,26
Slight,England,Daylight,Unknown,March,Wednesday,22
Slight,England,Daylight,Unknown,April,Wednesday,19
Slight,England,Daylight,Unknown,January,Wednesday,23
Slight,England,Daylight,Unknown,September,Wednesday,15
Slight,England,Daylight,Unknown,June,Wednesday,25
Slight,England,Daylight,Unknown,December,Wednesday,17
Slight,England,Daylight,Unknown,November,Wednesday,29
Slight,England,Daylight,Unknown,October,Wednesday,19
Slight,England,Daylight,Unknown,August,Wednesday,21
Slight,Scotland,Daylight,Unknown,May,Wednesday,1
Slight,England,Darkness - lighting unknown,Unknown,December,Wednesday,10
Slight,England,Darkness - lighting unknown,Unknown,November,Wednesday,12
Slight,England,Darkness - lighting unknown,Unknown,October,Wednesday,2
Slight,England,Darkness - lighting unknown,Unknown,March,Wednesday,8
Slight,England,Darkness - lighting unknown,Unknown,February,Wednesday,7
Slight,England,Darkness - lighting unknown,Unknown,September,Wednesday,3
Slight,England,Darkness - lighting unknown,Unknown,April,Wednesday,4
Slight,England,Darkness - lighting unknown,Unknown,January,Wednesday,3
Slight,England,Darkness - lighting unknown,Unknown,August,Wednesday,1
Slight,England,Darkness - lighting unknown,Unknown,June,Wednesday,4
Slight,England,Darkness - lighting unknown,Unknown,May,Wednesday,2
Serious,England,Darkness - lighting unknown,Unknown,January,Wednesday,1
Serious,England,Darkness - lighting unknown,Unknown,February,Wednesday,1
Serious,England,Darkness - lighting unknown,Unknown,December,Wednesday,1
Serious,England,Darkness - lighting unknown,Unknown,October,Wednesday,1
Serious,England,Darkness - lighting unknown,Unknown,September,Wednesday,1
Serious,England,Daylight,Unknown,November,Wednesday,4
Slight,England,Darkness - lights lit,Unknown,November,Wednesday,9
Slight,England,Darkness - lights lit,Unknown,January,Wednesday,14
Slight,England,Darkness - no lighting,Unknown,November,Wednesday,1
Slight,England,Darkness - no lighting,Unknown,December,Wednesday,1
Slight,England,Darkness - no lighting,Unknown,May,Wednesday,2
Slight,England,Darkness - no lighting,Unknown,February,Wednesday,1
Slight,England,Darkness - no lighting,Unknown,October,Wednesday,1
Slight,England,Darkness - no lighting,Unknown,August,Wednesday,1
Serious,England,Darkness - no lighting,Unknown,September,Wednesday,1
Serious,England,Darkness - no lighting,Unknown,November,Wednesday,1
Slight,England,Darkness - no lighting,Unknown,January,Wednesday,1
Slight,England,Darkness - lights unlit,Unknown,February,Wednesday,1
Slight,England,Darkness - lights unlit,Unknown,July,Wednesday,1
Serious,England,Daylight,Unknown,February,Wednesday,4
Serious,England,Daylight,Unknown,July,Wednesday,1
Serious,England,Daylight,Unknown,December,Wednesday,2
Serious,England,Daylight,Unknown,October,Wednesday,3
Serious,England,Daylight,Unknown,May,Wednesday,4
Serious,England,Darkness - lights lit,Unknown,February,Wednesday,2
Serious,England,Darkness - lights unlit,Unknown,February,Wednesday,1
Serious,England,Darkness - lighting unknown,Unknown,March,Wednesday,1
Serious,England,Darkness - lights lit,Unknown,November,Wednesday,2
Serious,England,Darkness - lights lit,Unknown,January,Wednesday,2
Serious,England,Darkness - lights lit,Unknown,September,Wednesday,3
Serious,England,Darkness - lights lit,Unknown,July,Wednesday,1
Slight,England,Darkness - lights lit,Unknown,October,Wednesday,4
Slight,England,Darkness - lights lit,Unknown,August,Wednesday,3
Slight,England,Darkness - lights lit,Unknown,September,Wednesday,3
Slight,England,Darkness - lights lit,Unknown,June,Wednesday,1
Slight,England,Darkness - lights lit,Unknown,April,Wednesday,4
Slight,England,Darkness - lights lit,Unknown,March,Wednesday,2
Slight,England,Darkness - lights lit,Unknown,February,Wednesday,7
Slight,England,Darkness - lights lit,Unknown,December,Wednesday,7
Slight,England,Darkness - lights lit,Unknown,May,Wednesday,4
Slight,Scotland,Darkness - lights lit,Unknown,October,Wednesday,1
Slight,Scotland,Darkness - lights lit,Unknown,August,Wednesday,1
Slight,Scotland,Daylight,Unknown,May,Monday,2
Slight,Scotland,Daylight,Unknown,January,Monday,1
Slight,England,Daylight,Unknown,November,Monday,23
Slight,England,Daylight,Unknown,October,Monday,17
Slight,England,Daylight,Unknown,September,Monday,11
Slight,England,Daylight,Unknown,August,Monday,13
Slight,England,Daylight,Unknown,July,Monday,16
Slight,England,Daylight,Unknown,June,Monday,16
Slight,England,Daylight,Unknown,May,Monday,24
Slight,England,Daylight,Unknown,April,Monday,20
Slight,England,Daylight,Unknown,March,Monday,22
Slight,England,Daylight,Unknown,February,Monday,17
Slight,England,Daylight,Unknown,January,Monday,29
Slight,England,Daylight,Unknown,December,Monday,3
Slight,Scotland,Daylight,Unknown,December,Monday,1
Slight,Scotland,Daylight,Unknown,October,Monday,1
Slight,Scotland,Daylight,Unknown,August,Monday,2
Slight,England,Darkness - lighting unknown,Unknown,November,Monday,6
Slight,England,Darkness - lighting unknown,Unknown,April,Monday,3
Slight,England,Darkness - lighting unknown,Unknown,March,Monday,2
Slight,England,Darkness - lighting unknown,Unknown,January,Monday,11
Slight,England,Darkness - lighting unknown,Unknown,December,Monday,4
Slight,England,Darkness - lighting unknown,Unknown,May,Monday,2
Slight,England,Darkness - lighting unknown,Unknown,February,Monday,5
Slight,England,Darkness - lighting unknown,Unknown,August,Monday,2
Slight,England,Darkness - lighting unknown,Unknown,October,Monday,1
Slight,England,Darkness - lighting unknown,Unknown,September,Monday,2
Slight,England,Darkness - lighting unknown,Unknown,June,Monday,1
Serious,England,Darkness - lighting unknown,Unknown,April,Monday,1
Serious,England,Darkness - lighting unknown,Unknown,February,Monday,2
Serious,England,Darkness - lighting unknown,Unknown,October,Monday,1
Serious,England,Darkness - lighting unknown,Unknown,January,Monday,2
Serious,England,Darkness - lighting unknown,Unknown,December,Monday,1
Serious,England,Darkness - lighting unknown,Unknown,November,Monday,1
Serious,England,Darkness - lighting unknown,Unknown,September,Monday,1
Slight,England,Darkness - no lighting,Unknown,December,Monday,2
Slight,England,Darkness - no lighting,Unknown,November,Monday,1
Slight,England,Darkness - no lighting,Unknown,February,Monday,1
Slight,England,Darkness - no lighting,Unknown,January,Monday,1
Slight,England,Darkness - no lighting,Unknown,July,Monday,1
Slight,England,Darkness - lights unlit,Unknown,October,Monday,1
Slight,England,Darkness - lights unlit,Unknown,June,Monday,1
Serious,England,Daylight,Unknown,January,Monday,4
Serious,England,Daylight,Unknown,November,Monday,5
Serious,England,Daylight,Unknown,December,Monday,1
Serious,England,Daylight,Unknown,October,Monday,3
Serious,Scotland,Daylight,Unknown,September,Monday,1
Serious,England,Darkness - lights lit,Unknown,January,Monday,3
Serious,England,Darkness - lights lit,Unknown,November,Monday,2
Serious,England,Darkness - lights lit,Unknown,October,Monday,1
Serious,England,Darkness - lights lit,Unknown,August,Monday,2
Slight,England,Darkness - lights lit,Unknown,October,Monday,7
Slight,England,Darkness - lights lit,Unknown,September,Monday,3
Slight,England,Darkness - lights lit,Unknown,August,Monday,1
Slight,England,Darkness - lights lit,Unknown,July,Monday,1
Slight,England,Darkness - lights lit,Unknown,June,Monday,4
Slight,England,Darkness - lights lit,Unknown,April,Monday,9
Slight,England,Darkness - lights lit,Unknown,May,Monday,4
Slight,England,Darkness - lights lit,Unknown,March,Monday,2
Slight,England,Darkness - lights lit,Unknown,February,Monday,7
Slight,England,Darkness - lights lit,Unknown,January,Monday,8
Slight,England,Darkness - lights lit,Unknown,December,Monday,6
Slight,England,Darkness - lights lit,Unknown,November,Monday,7
Slight,Scotland,Darkness - lights lit,Unknown,January,Monday,1
Serious,England,Daylight,Unknown,September,Saturday,4
Serious,England,Daylight,Unknown,July,Saturday,4
Serious,England,Daylight,Unknown,April,Saturday,4
Serious,England,Daylight,Unknown,March,Saturday,5
Fatal,England,Daylight,Unknown,July,Saturday,1
Serious,England,Darkness - lights lit,Unknown,August,Saturday,1
Serious,England,Darkness - lights lit,Unknown,April,Saturday,1
Serious,England,Darkness - lights lit,Unknown,March,Saturday,1
Slight,England,Daylight,Unknown,November,Saturday,11
Slight,England,Daylight,Unknown,February,Saturday,12
Slight,England,Daylight,Unknown,May,Saturday,8
Slight,England,Daylight,Unknown,August,Saturday,15
Slight,England,Daylight,Unknown,September,Saturday,19
Slight,England,Daylight,Unknown,June,Saturday,18
Slight,England,Daylight,Unknown,December,Saturday,14
Slight,England,Daylight,Unknown,October,Saturday,21
Slight,England,Daylight,Unknown,March,Saturday,17
Slight,Scotland,Daylight,Unknown,April,Saturday,1
Slight,Scotland,Daylight,Unknown,February,Saturday,2
Slight,England,Daylight,Unknown,July,Saturday,22
Slight,England,Daylight,Unknown,April,Saturday,21
Slight,Scotland,Daylight,Unknown,September,Saturday,1
Slight,England,Darkness - lighting unknown,Unknown,May,Saturday,2
Slight,England,Darkness - lighting unknown,Unknown,April,Saturday,7
Slight,England,Darkness - lighting unknown,Unknown,February,Saturday,4
Slight,England,Darkness - lighting unknown,Unknown,January,Saturday,4
Slight,England,Darkness - lighting unknown,Unknown,June,Saturday,6
Slight,England,Darkness - lighting unknown,Unknown,December,Saturday,7
Slight,England,Darkness - lighting unknown,Unknown,October,Saturday,4
Slight,England,Darkness - lighting unknown,Unknown,September,Saturday,5
Slight,England,Darkness - lighting unknown,Unknown,March,Saturday,5
Slight,England,Darkness - lighting unknown,Unknown,July,Saturday,3
Slight,England,Darkness - lighting unknown,Unknown,November,Saturday,2
Slight,England,Darkness - lighting unknown,Unknown,August,Saturday,3
Serious,England,Darkness - lighting unknown,Unknown,December,Saturday,1
Serious,England,Darkness - lighting unknown,Unknown,March,Saturday,1
Serious,England,Darkness - lighting unknown,Unknown,January,Saturday,2
Serious,England,Darkness - lighting unknown,Unknown,August,Saturday,1
Serious,England,Darkness - lighting unknown,Unknown,October,Saturday,1
Slight,England,Daylight,Unknown,January,Saturday,19
Serious,England,Daylight,Unknown,October,Saturday,3
Serious,England,Daylight,Unknown,May,Saturday,3
Serious,England,Daylight,Unknown,January,Saturday,2
Serious,Scotland,Daylight,Unknown,March,Saturday,1
Slight,Scotland,Darkness - lights lit,Unknown,February,Saturday,1
Slight,England,Darkness - lights lit,Unknown,April,Saturday,1
Slight,England,Darkness - no lighting,Unknown,August,Saturday,1
Slight,England,Darkness - no lighting,Unknown,July,Saturday,1
Slight,England,Darkness - no lighting,Unknown,April,Saturday,1
Slight,England,Darkness - no lighting,Unknown,December,Saturday,1
Slight,England,Darkness - no lighting,Unknown,June,Saturday,3
Slight,England,Darkness - no lighting,Unknown,March,Saturday,2
Slight,England,Darkness - no lighting,Unknown,September,Saturday,1
Slight,England,Darkness - no lighting,Unknown,October,Saturday,3
Slight,England,Darkness - no lighting,Unknown,January,Saturday,1
Serious,Scotland,Darkness - no lighting,Unknown,October,Saturday,1
Serious,England,Darkness - no lighting,Unknown,December,Saturday,1
Serious,England,Daylight,Unknown,November,Saturday,3
Serious,England,Daylight,Unknown,August,Saturday,2
Serious,England,Daylight,Unknown,December,Saturday,2
Serious,England,Daylight,Unknown,February,Saturday,2
Slight,England,Daylight,Snowing no high winds,December,Saturday,11
Slight,England,Daylight,Snowing no high winds,April,Saturday,2
Slight,Scotland,Daylight,Snowing no high winds,December,Saturday,1
Serious,England,Darkness - lighting unknown,Snowing no high winds,December,Saturday,1
Slight,England,Daylight,Snowing no high winds,February,Saturday,5
Slight,England,Darkness - no lighting,Snowing no high winds,December,Saturday,3
Serious,Scotland,Darkness - no lighting,Snowing no high winds,December,Saturday,1
Serious,England,Darkness - no lighting,Snowing no high winds,December,Saturday,2
Slight,Scotland,Darkness - no lighting,Snowing no high winds,February,Saturday,1
Serious,England,Daylight,Snowing no high winds,February,Saturday,3
Serious,England,Daylight,Snowing no high winds,December,Saturday,2
Serious,England,Darkness - lights lit,Snowing no high winds,December,Saturday,2
Slight,England,Darkness - lights lit,Snowing no high winds,October,Saturday,1
Slight,England,Darkness - lights lit,Snowing no high winds,December,Saturday,4
Slight,England,Daylight,Snowing no high winds,February,Tuesday,1
Slight,Scotland,Daylight,Snowing no high winds,December,Tuesday,2
Slight,England,Daylight,Snowing no high winds,December,Tuesday,3
Slight,England,Daylight,Snowing no high winds,March,Tuesday,1
Slight,England,Daylight,Snowing no high winds,November,Tuesday,2
Serious,Scotland,Darkness - no lighting,Snowing no high winds,March,Tuesday,1
Serious,Scotland,Darkness - no lighting,Snowing no high winds,January,Tuesday,1
Serious,England,Darkness - no lighting,Snowing no high winds,December,Tuesday,1
Serious,England,Darkness - no lighting,Snowing no high winds,January,Tuesday,1
Serious,England,Daylight,Snowing no high winds,December,Tuesday,1
Serious,England,Darkness - lights lit,Snowing no high winds,January,Tuesday,1
Serious,England,Darkness - lights lit,Snowing no high winds,December,Tuesday,1
Slight,England,Darkness - lights lit,Snowing no high winds,March,Tuesday,1
Slight,England,Darkness - lights lit,Snowing no high winds,December,Tuesday,3
Slight,England,Daylight,Snowing no high winds,December,Sunday,15
Slight,Scotland,Daylight,Snowing no high winds,December,Sunday,2
Slight,England,Darkness - lighting unknown,Snowing no high winds,December,Sunday,7
Slight,England,Darkness - lights lit,Snowing no high winds,December,Sunday,29
Slight,England,Darkness - no lighting,Snowing no high winds,October,Sunday,1
Slight,England,Darkness - no lighting,Snowing no high winds,December,Sunday,14
Serious,England,Darkness - no lighting,Snowing no high winds,December,Sunday,1
Slight,Scotland,Darkness - no lighting,Snowing no high winds,February,Sunday,1
Slight,England,Darkness - lights unlit,Snowing no high winds,December,Sunday,1
Serious,England,Daylight,Snowing no high winds,December,Sunday,3
Serious,Scotland,Daylight,Snowing no high winds,February,Sunday,1
Slight,England,Daylight,Snowing no high winds,June,Sunday,1
Serious,England,Darkness - lights lit,Snowing no high winds,December,Sunday,5
Slight,England,Darkness - lights lit,Snowing no high winds,February,Sunday,1
Slight,Scotland,Daylight,Snowing no high winds,February,Thursday,3
Slight,Scotland,Daylight,Snowing no high winds,December,Thursday,1
Slight,England,Darkness - lighting unknown,Snowing no high winds,February,Thursday,1
Slight,England,Daylight,Snowing no high winds,December,Thursday,3
Slight,England,Daylight,Snowing no high winds,March,Thursday,16
Slight,England,Daylight,Snowing no high winds,September,Thursday,1
Slight,England,Daylight,Snowing no high winds,February,Thursday,2
Slight,England,Daylight,Snowing no high winds,January,Thursday,3
Serious,Scotland,Daylight,Snowing no high winds,March,Thursday,2
Serious,Scotland,Daylight,Snowing no high winds,January,Thursday,1
Slight,England,Daylight,Snowing no high winds,May,Thursday,1
Slight,England,Darkness - no lighting,Snowing no high winds,December,Thursday,2
Slight,England,Darkness - no lighting,Snowing no high winds,March,Thursday,1
Serious,Scotland,Darkness - no lighting,Snowing no high winds,March,Thursday,1
Serious,Scotland,Darkness - no lighting,Snowing no high winds,January,Thursday,1
Serious,England,Darkness - no lighting,Snowing no high winds,December,Thursday,1
Slight,Scotland,Darkness - no lighting,Snowing no high winds,February,Thursday,1
Slight,England,Darkness - no lighting,Snowing no high winds,February,Thursday,1
Serious,England,Daylight,Snowing no high winds,December,Thursday,1
Serious,England,Daylight,Snowing no high winds,February,Thursday,1
Serious,England,Daylight,Snowing no high winds,March,Thursday,2
Serious,England,Daylight,Snowing no high winds,January,Thursday,1
Fatal,England,Darkness - lights lit,Snowing no high winds,December,Thursday,1
Serious,England,Darkness - lights lit,Snowing no high winds,November,Thursday,1
Serious,England,Darkness - lights lit,Snowing no high winds,March,Thursday,2
Serious,England,Darkness - lights lit,Snowing no high winds,December,Thursday,1
Slight,England,Darkness - lights lit,Snowing no high winds,February,Thursday,2
Slight,England,Darkness - lights lit,Snowing no high winds,December,Thursday,2
Slight,England,Darkness - lights lit,Snowing no high winds,March,Thursday,2
Slight,England,Daylight,Snowing no high winds,April,Friday,12
Slight,Scotland,Daylight,Snowing no high winds,February,Friday,2
Slight,Scotland,Daylight,Snowing no high winds,January,Friday,1
Slight,Scotland,Daylight,Snowing no high winds,December,Friday,2
Slight,England,Daylight,Snowing no high winds,December,Friday,5
Slight,England,Daylight,Snowing no high winds,February,Friday,3
Slight,England,Daylight,Snowing no high winds,January,Friday,5
Serious,England,Daylight,Snowing no high winds,February,Friday,1
Serious,Scotland,Daylight,Snowing no high winds,December,Friday,1
Serious,Scotland,Daylight,Snowing no high winds,April,Friday,1
Slight,England,Darkness - lights lit,Snowing no high winds,December,Friday,4
Slight,England,Darkness - lights lit,Snowing no high winds,September,Friday,1
Slight,England,Darkness - no lighting,Snowing no high winds,April,Friday,1
Slight,England,Darkness - no lighting,Snowing no high winds,December,Friday,1
Serious,Scotland,Darkness - no lighting,Snowing no high winds,January,Friday,1
Slight,Scotland,Darkness - no lighting,Snowing no high winds,December,Friday,1
Slight,England,Darkness - no lighting,Snowing no high winds,January,Friday,1
Serious,England,Darkness - lights unlit,Snowing no high winds,January,Friday,1
Serious,England,Daylight,Snowing no high winds,January,Friday,3
Serious,England,Daylight,Snowing no high winds,September,Friday,1
Serious,England,Daylight,Snowing no high winds,December,Friday,1
Serious,Scotland,Darkness - lights lit,Snowing no high winds,February,Friday,2
Serious,England,Darkness - lights lit,Snowing no high winds,December,Friday,1
Serious,England,Darkness - lights lit,Snowing no high winds,March,Friday,1
Serious,England,Darkness - lights lit,Snowing no high winds,October,Friday,1
Serious,Scotland,Darkness - lights lit,Snowing no high winds,December,Friday,1
Slight,England,Darkness - lights lit,Snowing no high winds,January,Friday,6
Slight,England,Daylight,Snowing no high winds,December,Wednesday,3
Slight,Scotland,Daylight,Snowing no high winds,March,Wednesday,1
Slight,England,Daylight,Snowing no high winds,March,Wednesday,4
Serious,Scotland,Daylight,Snowing no high winds,February,Wednesday,1
Slight,England,Daylight,Snowing no high winds,June,Wednesday,1
Slight,England,Darkness - no lighting,Snowing no high winds,January,Wednesday,1
Slight,England,Darkness - no lighting,Snowing no high winds,December,Wednesday,1
Slight,England,Darkness - no lighting,Snowing no high winds,November,Wednesday,1
Serious,Scotland,Darkness - no lighting,Snowing no high winds,February,Wednesday,1
Serious,England,Darkness - no lighting,Snowing no high winds,March,Wednesday,2
Slight,Scotland,Darkness - no lighting,Snowing no high winds,March,Wednesday,1
Slight,England,Darkness - lights unlit,Snowing no high winds,December,Wednesday,1
Serious,England,Daylight,Snowing no high winds,December,Wednesday,1
Slight,Scotland,Daylight,Snowing no high winds,December,Monday,1
Slight,England,Daylight,Snowing no high winds,December,Monday,9
Slight,England,Daylight,Snowing no high winds,November,Monday,1
Slight,England,Darkness - no lighting,Snowing no high winds,December,Monday,3
Serious,Scotland,Darkness - no lighting,Snowing no high winds,December,Monday,1
Serious,England,Daylight,Snowing no high winds,December,Monday,1
Serious,Scotland,Daylight,Snowing no high winds,December,Monday,1
Serious,England,Daylight,Snowing no high winds,May,Monday,1
Slight,England,Darkness - lights lit,Snowing no high winds,February,Monday,1
Slight,England,Darkness - lights lit,Snowing no high winds,December,Monday,4
Slight,Scotland,Darkness - lights lit,Snowing no high winds,August,Monday,1
Slight,England,Darkness - no lighting,Snowing no high winds,February,Monday,1
Slight,England,Daylight,Snowing + high winds,February,Saturday,3
Slight,England,Daylight,Snowing + high winds,December,Saturday,1
Slight,England,Darkness - lights lit,Snowing + high winds,December,Saturday,1
Slight,England,Darkness - no lighting,Snowing + high winds,December,Saturday,1
Slight,England,Darkness - no lighting,Snowing + high winds,November,Saturday,1
Slight,England,Darkness - no lighting,Snowing + high winds,February,Saturday,1
Slight,England,Darkness - no lighting,Snowing + high winds,January,Saturday,1
Serious,Scotland,Darkness - no lighting,Snowing + high winds,February,Saturday,1
Slight,England,Darkness - lights unlit,Snowing + high winds,October,Saturday,1
Serious,Scotland,Darkness - lights lit,Snowing + high winds,February,Saturday,1
Serious,England,Darkness - lights lit,Snowing + high winds,December,Saturday,1
Slight,England,Daylight,Snowing + high winds,December,Tuesday,1
Slight,Scotland,Darkness - no lighting,Snowing + high winds,January,Tuesday,1
Slight,England,Daylight,Snowing + high winds,December,Sunday,2
Serious,Scotland,Daylight,Snowing + high winds,February,Sunday,1
Serious,England,Darkness - lights lit,Snowing + high winds,February,Sunday,1
Slight,England,Darkness - lights lit,Snowing + high winds,December,Sunday,1
Slight,England,Darkness - lights lit,Snowing + high winds,February,Sunday,1
Slight,Scotland,Daylight,Snowing + high winds,April,Thursday,1
Slight,Scotland,Daylight,Snowing + high winds,February,Thursday,1
Slight,England,Daylight,Snowing + high winds,March,Thursday,3
Serious,Scotland,Daylight,Snowing + high winds,February,Thursday,2
Slight,England,Darkness - no lighting,Snowing + high winds,April,Thursday,1
Slight,England,Darkness - no lighting,Snowing + high winds,January,Thursday,2
Slight,England,Darkness - no lighting,Snowing + high winds,December,Thursday,1
Serious,England,Daylight,Snowing + high winds,March,Thursday,1
Slight,England,Darkness - lights lit,Snowing + high winds,March,Thursday,1
Slight,Scotland,Daylight,Snowing + high winds,February,Friday,2
Slight,England,Daylight,Snowing + high winds,April,Friday,3
Slight,England,Daylight,Snowing + high winds,October,Friday,1
Slight,England,Daylight,Snowing + high winds,January,Friday,3
Serious,Scotland,Daylight,Snowing + high winds,February,Friday,1
Slight,England,Daylight,Snowing + high winds,March,Friday,1
Slight,England,Daylight,Snowing + high winds,February,Friday,1
Slight,England,Darkness - no lighting,Snowing + high winds,January,Friday,1
Slight,England,Darkness - no lighting,Snowing + high winds,February,Friday,1
Slight,England,Darkness - lights unlit,Snowing + high winds,April,Friday,1
Slight,England,Darkness - lights lit,Snowing + high winds,February,Friday,1
Slight,England,Darkness - lights lit,Snowing + high winds,December,Friday,1
Slight,England,Darkness - lighting unknown,Snowing + high winds,March,Wednesday,1
Slight,Scotland,Darkness - no lighting,Snowing + high winds,December,Wednesday,1
Slight,Scotland,Darkness - no lighting,Snowing + high winds,February,Wednesday,1
Slight,Scotland,Darkness - lights lit,Snowing + high winds,February,Wednesday,1
Serious,England,Darkness - lights lit,Snowing + high winds,November,Monday,1
Slight,England,Darkness - lights lit,Snowing + high winds,December,Monday,1
Slight,England,Darkness - no lighting,Snowing + high winds,December,Monday,1
Slight,England,Daylight,Fog or mist,December,Sunday,9
Slight,England,Daylight,Fog or mist,November,Sunday,4
Slight,England,Darkness - lights lit,Fog or mist,December,Sunday,8
