AccidentSeverity,Country,LightCondition,WeatherCondition,AccidentMonth,AccidentDay,Accidents
Slight,England,Darkness - lights lit,Fog or mist,November,Sunday,12
Slight,England,Darkness - no lighting,Fog or mist,November,Sunday,5
Slight,England,Darkness - no lighting,Fog or mist,December,Sunday,4
Slight,England,Darkness - no lighting,Fog or mist,January,Sunday,1
Serious,England,Darkness - no lighting,Fog or mist,September,Sunday,3
Serious,England,Darkness - no lighting,Fog or mist,February,Sunday,1
Serious,England,Darkness - no lighting,Fog or mist,December,Sunday,2
Serious,England,Darkness - no lighting,Fog or mist,November,Sunday,2
Serious,England,Darkness - no lighting,Fog or mist,May,Sunday,1
Serious,England,Daylight,Fog or mist,November,Sunday,1
Serious,England,Daylight,Fog or mist,December,Sunday,3
Serious,England,Daylight,Fog or mist,March,Sunday,2
Fatal,England,Darkness - lights lit,Fog or mist,December,Sunday,1
Fatal,Scotland,Darkness - no lighting,Fog or mist,March,Sunday,1
Fatal,England,Darkness - no lighting,Fog or mist,November,Sunday,1
Fatal,England,Darkness - lighting unknown,Fog or mist,September,Sunday,1
Serious,England,Darkness - lights lit,Fog or mist,November,Sunday,3
Serious,England,Darkness - lights lit,Fog or mist,December,Sunday,2
Slight,England,Darkness - lights lit,Fog or mist,September,Sunday,1
Slight,England,Darkness - lights lit,Fog or mist,February,Sunday,1
Slight,England,Daylight,Fog or mist,December,Thursday,7
Slight,England,Daylight,Fog or mist,October,Thursday,5
Slight,England,Daylight,Fog or mist,January,Thursday,4
Slight,England,Daylight,Fog or mist,March,Thursday,2
Slight,England,Darkness - lighting unknown,Fog or mist,December,Thursday,1
Slight,England,Darkness - lighting unknown,Fog or mist,October,Thursday,1
Slight,England,Daylight,Fog or mist,April,Thursday,1
Serious,England,Daylight,Fog or mist,December,Thursday,2
Slight,England,Daylight,Fog or mist,June,Thursday,1
Slight,England,Darkness - lights lit,Fog or mist,December,Thursday,15
Slight,England,Darkness - lights lit,Fog or mist,April,Thursday,2
Slight,England,Darkness - lights lit,Fog or mist,October,Thursday,2
Slight,England,Darkness - no lighting,Fog or mist,April,Thursday,2
Slight,England,Darkness - no lighting,Fog or mist,December,Thursday,15
Slight,England,Darkness - no lighting,Fog or mist,October,Thursday,4
Slight,England,Darkness - no lighting,Fog or mist,November,Thursday,2
Serious,England,Darkness - no lighting,Fog or mist,October,Thursday,1
Serious,England,Darkness - no lighting,Fog or mist,December,Thursday,4
Serious,England,Darkness - no lighting,Fog or mist,November,Thursday,1
Slight,Scotland,Darkness - no lighting,Fog or mist,December,Thursday,1
Slight,England,Darkness - no lighting,Fog or mist,January,Thursday,1
Serious,England,Darkness - lights unlit,Fog or mist,December,Thursday,1
Serious,England,Daylight,Fog or mist,October,Thursday,1
Serious,England,Daylight,Fog or mist,April,Thursday,2
Serious,England,Daylight,Fog or mist,January,Thursday,1
Serious,England,Darkness - lights lit,Fog or mist,January,Thursday,1
Fatal,England,Darkness - no lighting,Fog or mist,December,Thursday,2
Serious,Scotland,Darkness - lights lit,Fog or mist,October,Thursday,1
Serious,England,Darkness - lights lit,Fog or mist,December,Thursday,9
Serious,England,Darkness - lights lit,Fog or mist,April,Thursday,1
Slight,England,Darkness - lights lit,Fog or mist,January,Thursday,2
Slight,England,Daylight,Fog or mist,December,Friday,8
Slight,England,Daylight,Fog or mist,January,Friday,5
Slight,England,Darkness - lighting unknown,Fog or mist,December,Friday,1
Slight,England,Darkness - lighting unknown,Fog or mist,October,Friday,1
Slight,England,Daylight,Fog or mist,April,Friday,2
Slight,England,Daylight,Fog or mist,September,Friday,5
Slight,England,Daylight,Fog or mist,March,Friday,4
Serious,England,Daylight,Fog or mist,January,Friday,1
Serious,England,Daylight,Fog or mist,December,Friday,5
Slight,England,Daylight,Fog or mist,August,Friday,1
Slight,England,Darkness - lights lit,Fog or mist,October,Friday,3
Slight,England,Darkness - lights lit,Fog or mist,December,Friday,10
Slight,England,Darkness - lights lit,Fog or mist,March,Friday,3
Slight,England,Darkness - lights lit,Fog or mist,August,Friday,1
Slight,England,Darkness - lights lit,Fog or mist,January,Friday,4
Slight,England,Darkness - no lighting,Fog or mist,December,Friday,4
Slight,England,Darkness - no lighting,Fog or mist,October,Friday,2
Slight,England,Darkness - no lighting,Fog or mist,January,Friday,3
Serious,England,Darkness - no lighting,Fog or mist,January,Friday,4
Serious,England,Darkness - no lighting,Fog or mist,March,Friday,2
Serious,England,Darkness - no lighting,Fog or mist,December,Friday,1
Serious,England,Darkness - no lighting,Fog or mist,October,Friday,1
Slight,England,Darkness - no lighting,Fog or mist,April,Friday,1
Serious,England,Daylight,Fog or mist,October,Friday,1
Serious,England,Daylight,Fog or mist,September,Friday,4
Serious,England,Daylight,Fog or mist,August,Friday,1
Serious,England,Darkness - lights lit,Fog or mist,January,Friday,4
Fatal,England,Darkness - lights lit,Fog or mist,September,Friday,2
Fatal,England,Darkness - lights unlit,Fog or mist,January,Friday,1
Fatal,England,Darkness - no lighting,Fog or mist,January,Friday,1
Fatal,England,Darkness - no lighting,Fog or mist,August,Friday,1
Serious,England,Darkness - lights lit,Fog or mist,December,Friday,2
Serious,England,Darkness - lights lit,Fog or mist,October,Friday,1
Slight,England,Daylight,Fog or mist,December,Wednesday,2
Slight,England,Daylight,Fog or mist,March,Wednesday,3
Slight,England,Daylight,Fog or mist,February,Wednesday,1
Slight,Scotland,Daylight,Fog or mist,June,Wednesday,1
Slight,England,Daylight,Fog or mist,November,Wednesday,6
Slight,England,Darkness - lighting unknown,Fog or mist,November,Wednesday,1
Slight,England,Darkness - lighting unknown,Fog or mist,September,Wednesday,1
Slight,England,Daylight,Fog or mist,September,Wednesday,3
Serious,Scotland,Daylight,Fog or mist,June,Wednesday,1
Slight,England,Darkness - lights lit,Fog or mist,January,Wednesday,3
Slight,England,Darkness - no lighting,Fog or mist,November,Wednesday,4
Slight,England,Darkness - no lighting,Fog or mist,January,Wednesday,1
Serious,England,Darkness - no lighting,Fog or mist,April,Wednesday,1
Serious,England,Darkness - no lighting,Fog or mist,March,Wednesday,1
Slight,England,Darkness - no lighting,Fog or mist,August,Wednesday,1
Slight,England,Darkness - lights unlit,Fog or mist,December,Wednesday,1
Serious,England,Darkness - lights lit,Fog or mist,December,Wednesday,1
Slight,England,Darkness - lights lit,Fog or mist,December,Wednesday,3
Slight,England,Darkness - lights lit,Fog or mist,November,Wednesday,1
Slight,England,Daylight,Fog or mist,January,Monday,2
Slight,England,Darkness - lighting unknown,Fog or mist,March,Monday,1
Serious,England,Darkness - lighting unknown,Fog or mist,January,Monday,1
Slight,England,Daylight,Fog or mist,November,Monday,25
Slight,England,Daylight,Fog or mist,March,Monday,1
Slight,England,Daylight,Fog or mist,April,Monday,1
Slight,England,Darkness - no lighting,Fog or mist,November,Monday,6
Slight,England,Darkness - no lighting,Fog or mist,January,Monday,2
Slight,England,Darkness - no lighting,Fog or mist,December,Monday,3
Serious,England,Darkness - no lighting,Fog or mist,November,Monday,3
Serious,England,Darkness - no lighting,Fog or mist,December,Monday,1
Serious,England,Darkness - no lighting,Fog or mist,January,Monday,1
Slight,Scotland,Darkness - no lighting,Fog or mist,November,Monday,1
Slight,England,Darkness - lights unlit,Fog or mist,November,Monday,2
Serious,England,Darkness - lights unlit,Fog or mist,January,Monday,1
Serious,England,Daylight,Fog or mist,November,Monday,8
Serious,England,Daylight,Fog or mist,January,Monday,1
Slight,England,Daylight,Fog or mist,June,Monday,1
Fatal,England,Darkness - no lighting,Fog or mist,November,Monday,2
Serious,England,Darkness - lights lit,Fog or mist,November,Monday,4
Serious,England,Darkness - lights lit,Fog or mist,December,Monday,1
Slight,England,Darkness - lights lit,Fog or mist,November,Monday,7
Slight,England,Darkness - lights lit,Fog or mist,December,Monday,7
Slight,England,Darkness - lights lit,Fog or mist,August,Monday,1
Slight,England,Darkness - lights lit,Fog or mist,January,Monday,1
Slight,England,Darkness - lights lit,Fog or mist,October,Monday,1
Slight,England,Darkness - no lighting,Fog or mist,March,Monday,1
Fatal,England,Daylight,Fog or mist,January,Saturday,1
Slight,England,Daylight,Other,October,Sunday,15
Slight,England,Daylight,Other,August,Sunday,12
Slight,England,Daylight,Other,July,Sunday,18
Slight,England,Daylight,Other,May,Sunday,11
Slight,England,Daylight,Other,April,Sunday,11
Slight,England,Daylight,Other,December,Sunday,15
Slight,England,Daylight,Other,January,Sunday,23
Slight,England,Daylight,Other,February,Sunday,9
Slight,England,Daylight,Other,November,Sunday,7
Slight,England,Daylight,Other,March,Sunday,10
Slight,England,Daylight,Other,June,Sunday,12
Slight,England,Darkness - lights lit,Other,December,Sunday,26
Slight,England,Darkness - lights lit,Other,October,Sunday,10
Slight,England,Darkness - lights lit,Other,August,Sunday,6
Slight,England,Darkness - lights lit,Other,January,Sunday,13
Slight,England,Darkness - lights lit,Other,February,Sunday,10
Slight,England,Darkness - no lighting,Other,July,Sunday,1
Slight,England,Darkness - no lighting,Other,December,Sunday,5
Slight,England,Darkness - no lighting,Other,May,Sunday,2
Slight,England,Darkness - no lighting,Other,April,Sunday,2
Slight,England,Darkness - no lighting,Other,January,Sunday,4
Slight,England,Darkness - no lighting,Other,October,Sunday,1
Slight,England,Darkness - no lighting,Other,November,Sunday,1
Serious,England,Darkness - no lighting,Other,October,Sunday,2
Serious,England,Darkness - no lighting,Other,December,Sunday,1
Slight,Scotland,Darkness - no lighting,Other,December,Sunday,2
Slight,Scotland,Darkness - no lighting,Other,November,Sunday,1
Slight,England,Darkness - no lighting,Other,August,Sunday,1
Slight,England,Darkness - no lighting,Other,June,Sunday,1
Slight,England,Darkness - lights unlit,Other,March,Sunday,2
Serious,England,Daylight,Other,January,Sunday,5
Serious,England,Daylight,Other,December,Sunday,4
Serious,England,Daylight,Other,February,Sunday,6
Serious,England,Daylight,Other,November,Sunday,2
Serious,England,Daylight,Other,October,Sunday,1
Serious,England,Daylight,Other,April,Sunday,1
Serious,Scotland,Daylight,Other,October,Sunday,1
Serious,Scotland,Daylight,Other,July,Sunday,1
Serious,England,Darkness - lights lit,Other,January,Sunday,5
Fatal,England,Darkness - lights lit,Other,November,Sunday,2
Fatal,England,Darkness - no lighting,Other,November,Sunday,1
Fatal,England,Darkness - no lighting,Other,December,Sunday,1
Serious,England,Darkness - lighting unknown,Other,January,Sunday,2
Serious,Scotland,Darkness - lights lit,Other,February,Sunday,1
Serious,Scotland,Darkness - lights lit,Other,January,Sunday,1
Serious,England,Darkness - lights lit,Other,April,Sunday,1
Serious,England,Darkness - lights lit,Other,November,Sunday,1
Serious,England,Darkness - lights lit,Other,December,Sunday,5
Serious,England,Darkness - lights lit,Other,July,Sunday,2
Serious,England,Darkness - lights lit,Other,May,Sunday,2
Serious,England,Darkness - lights lit,Other,October,Sunday,1
Serious,England,Darkness - lights lit,Other,June,Sunday,1
Serious,England,Darkness - lights lit,Other,September,Sunday,1
Slight,England,Darkness - lights lit,Other,September,Sunday,4
Slight,England,Darkness - lights lit,Other,July,Sunday,3
Slight,England,Darkness - lights lit,Other,June,Sunday,4
Slight,England,Darkness - lights lit,Other,March,Sunday,5
Slight,England,Darkness - lights lit,Other,April,Sunday,3
Serious,Scotland,Darkness - lights lit,Other,December,Sunday,1
Serious,Scotland,Darkness - lights lit,Other,November,Sunday,1
Slight,England,Darkness - lights lit,Other,November,Sunday,10
Slight,England,Darkness - lights lit,Other,May,Sunday,2
Slight,Scotland,Darkness - lights lit,Other,December,Sunday,1
Slight,England,Daylight,Other,February,Thursday,11
Slight,England,Daylight,Other,November,Thursday,11
Slight,England,Daylight,Other,August,Thursday,17
Slight,England,Daylight,Other,July,Thursday,23
Slight,England,Daylight,Other,January,Thursday,26
Slight,England,Daylight,Other,December,Thursday,48
Slight,England,Daylight,Other,October,Thursday,24
Slight,England,Daylight,Other,September,Thursday,24
Slight,England,Daylight,Other,April,Thursday,17
Slight,England,Daylight,Other,March,Thursday,25
Slight,England,Daylight,Other,June,Thursday,25
Slight,England,Daylight,Other,May,Thursday,15
Slight,Scotland,Daylight,Other,August,Thursday,1
Slight,Scotland,Daylight,Other,May,Thursday,1
Slight,Scotland,Daylight,Other,December,Thursday,3
Slight,Scotland,Daylight,Other,September,Thursday,2
Slight,Scotland,Daylight,Other,November,Thursday,1
Slight,England,Darkness - lighting unknown,Other,June,Thursday,1
Slight,England,Darkness - lighting unknown,Other,April,Thursday,1
Slight,England,Darkness - lighting unknown,Other,November,Thursday,1
Slight,England,Darkness - lighting unknown,Other,December,Thursday,1
Slight,England,Darkness - lighting unknown,Other,January,Thursday,2
Slight,England,Darkness - lighting unknown,Other,March,Thursday,4
Slight,England,Darkness - lighting unknown,Other,October,Thursday,1
Serious,England,Darkness - lighting unknown,Other,September,Thursday,1
Serious,England,Darkness - lighting unknown,Other,November,Thursday,1
Serious,Scotland,Daylight,Other,December,Thursday,1
Serious,England,Daylight,Other,December,Thursday,15
Slight,England,Darkness - lights lit,Other,January,Thursday,15
Slight,England,Darkness - lights lit,Other,December,Thursday,35
Slight,England,Darkness - lights lit,Other,September,Thursday,4
Slight,England,Darkness - lights lit,Other,June,Thursday,8
Slight,England,Darkness - lights lit,Other,February,Thursday,9
Slight,England,Darkness - no lighting,Other,December,Thursday,8
Slight,England,Darkness - no lighting,Other,January,Thursday,5
Slight,England,Darkness - no lighting,Other,February,Thursday,1
Slight,England,Darkness - no lighting,Other,October,Thursday,2
Slight,England,Darkness - no lighting,Other,July,Thursday,1
Slight,England,Darkness - no lighting,Other,November,Thursday,2
Serious,England,Darkness - no lighting,Other,January,Thursday,1
Serious,England,Darkness - no lighting,Other,December,Thursday,1
